,seller_link,Product1,Product2,Product3,Product4,Product5,Product6,Product7,Product8,Product9,Product10,Product11,Product12,Product13,Product14,Product15,Product16,Product17
92,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=A2F2027URDILZ8,https://www.amazon.de/dp/B009ODV0OE,https://www.amazon.de/dp/B00426KPJO,https://www.amazon.de/dp/B0046041C8,,,,,,,,,,,,,,
93,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=A2FTGS9N82O8LS,https://www.amazon.de/dp/B000PTMD9C,,,,,,,,,,,,,,,,
94,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=A2GIISLO3I77TP,https://www.amazon.de/dp/B00WJZNH1I,https://www.amazon.de/dp/B00IKIEBW2,https://www.amazon.de/dp/B01LXFXMQN,,,,,,,,,,,,,,
95,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=A2HE3EEPL3I3DZ,https://www.amazon.de/dp/B0752GDWK6,,,,,,,,,,,,,,,,
96,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=A2HRF89Y06GLKO,https://www.amazon.de/dp/B0001P151W,,,,,,,,,,,,,,,,
97,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=A2HSK26HAI93OC,https://www.amazon.de/dp/B00F96XDLS,,,,,,,,,,,,,,,,
98,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=A2IBEFD6JAD37E,https://www.amazon.de/dp/B00426KPJO,,,,,,,,,,,,,,,,
99,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=A2IKJON342GJPW,https://www.amazon.de/dp/B01KYTRT7S,,,,,,,,,,,,,,,,
100,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=A2J82NHKHOKSHF,https://www.amazon.de/dp/B001KOKJI8,,,,,,,,,,,,,,,,
101,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=A2JLPKWO3D94S2,https://www.amazon.de/dp/B084SN9HQV,https://www.amazon.de/dp/B077ZJXCY1,https://www.amazon.de/dp/B07HCQM1WK,,,,,,,,,,,,,,
102,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=A2LLPIOS28702T,https://www.amazon.de/dp/B0001P151W,,,,,,,,,,,,,,,,
103,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=A2M2XTYLU46FJV,https://www.amazon.de/dp/B008HRFFJE,,,,,,,,,,,,,,,,
104,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=A2MCH50R0A2N8W,https://www.amazon.de/dp/B00EV0D9C6,,,,,,,,,,,,,,,,
105,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=A2MEVI7OY9EKT4,https://www.amazon.de/dp/B07TD1RD4R,,,,,,,,,,,,,,,,
106,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=A2N8G12PC7U0FI,https://www.amazon.de/dp/B00TTZU566,,,,,,,,,,,,,,,,
107,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=A2NDV1Q2IMA8H2,https://www.amazon.de/dp/B000PTMD9C,,,,,,,,,,,,,,,,
108,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=A2NVU941FWJMX,https://www.amazon.de/dp/B009ODV0OE,https://www.amazon.de/dp/B0002TTRT4,https://www.amazon.de/dp/B005M2WJDW,https://www.amazon.de/dp/B003TKSHJY,,,,,,,,,,,,,
109,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=A2O1EBXC71WOQ4,https://www.amazon.de/dp/B003CSNV2Q,,,,,,,,,,,,,,,,
110,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=A2O8S8E3JWFF4D,https://www.amazon.de/dp/B002BDNL4Q,https://www.amazon.de/dp/B00WJZNH1I,https://www.amazon.de/dp/B01LXFXMQN,,,,,,,,,,,,,,
